Event	ID	Name			Wwise Object Path	Notes
	48383132	Chain			\Stage\Puzzle\Chain	
	417627684	PlayMusic			\Stage\PlayMusic	
	777507535	WaterSplash			\Stage\Puzzle\WaterSplash	
	1181117825	PlayAmbient			\Stage\PlayAmbient	
	1242499422	SwitchOn			\Stage\Puzzle\SwitchOn	
	1287847765	MetalClash			\Stage\MetalClash	
	1503597272	StartPuzzleCountdown			\Stage\Puzzle\StartPuzzleCountdown	
	2385628198	Footsteps			\Stage\Footsteps	
	2469070767	DoorLoop			\Stage\Puzzle\DoorLoop	
	2503704488	BarrelSinking			\Stage\Puzzle\BarrelSinking	
	2666752652	DoorEnd			\Stage\Puzzle\DoorEnd	
	2782712987	Lever			\Stage\Puzzle\Lever	
	3035439363	PlayTorch			\Stage\PlayTorch	
	3627978879	RopeCut			\Stage\Puzzle\RopeCut	
	3953897988	SwitchOff			\Stage\Puzzle\SwitchOff	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	502356219	Metal_Clash	F:\Escritorio\Proyectos GitHub\AudioWwiseProject\Proyecto3\.cache\Windows\SFX\Misc_Combat\metal_clash_1C9C67B2.wem		\Actor-Mixer Hierarchy\Player\Metal_Clash		128684
	583166116	Door_open_close_end	F:\Escritorio\Proyectos GitHub\AudioWwiseProject\Proyecto3\.cache\Windows\SFX\Door_open_close_end_69A33F19.wem		\Actor-Mixer Hierarchy\Stage\Door_open_close_end		117612
	688257092	Switch_Enable	F:\Escritorio\Proyectos GitHub\AudioWwiseProject\Proyecto3\.cache\Windows\SFX\Switch_Enable_CFF5081A.wem		\Actor-Mixer Hierarchy\Stage\Switch_Enable		62816
	823093066	Door_open_close_loop	F:\Escritorio\Proyectos GitHub\AudioWwiseProject\Proyecto3\.cache\Windows\SFX\Door_open_close_loop_1C9C67B2.wem		\Actor-Mixer Hierarchy\Stage\DoorLoop\Door_open_close_loop		787792
	823990075	LeverFx	F:\Escritorio\Proyectos GitHub\AudioWwiseProject\Proyecto3\.cache\Windows\SFX\Puzzle\Lever_152A5EEC.wem		\Actor-Mixer Hierarchy\Default Work Unit\BarrelPuzzle\LeverFx		183976
	842002003	Torch	F:\Escritorio\Proyectos GitHub\AudioWwiseProject\Proyecto3\.cache\Windows\SFX\Ambient\torch_B31F02AC.wem		\Actor-Mixer Hierarchy\Stage\Torch		5053672
	848720781	Timer240bpm	F:\Escritorio\Proyectos GitHub\AudioWwiseProject\Proyecto3\.cache\Windows\SFX\Puzzle\Timer240bpm_F17FB28C.wem		\Interactive Music Hierarchy\Default Work Unit\PuzzleClock\State3\Puzzle_State3\Timer240bpm		177044
	948585701	Chain1	F:\Escritorio\Proyectos GitHub\AudioWwiseProject\Proyecto3\.cache\Windows\SFX\Puzzle\Chain1_249601E6.wem		\Actor-Mixer Hierarchy\Default Work Unit\BarrelPuzzle\Chain\Chain1		82076
	961807994	Timer120bpm	F:\Escritorio\Proyectos GitHub\AudioWwiseProject\Proyecto3\.cache\Windows\SFX\Puzzle\Timer120bpm_F17FB28C.wem		\Interactive Music Hierarchy\Default Work Unit\PuzzleClock\State2\Puzzle_State2\Timer120bpm		354024
	991530287	AmbientNoise	F:\Escritorio\Proyectos GitHub\AudioWwiseProject\Proyecto3\.cache\Windows\SFX\Ambient\Ambience_F17FB28C.wem		\Actor-Mixer Hierarchy\Stage\AmbientNoise		1256512
	1017291416	BubbleLong	F:\Escritorio\Proyectos GitHub\AudioWwiseProject\Proyecto3\.cache\Windows\SFX\Puzzle\BubbleLong_CE6DE23F.wem		\Actor-Mixer Hierarchy\Default Work Unit\BarrelPuzzle\BarrelsSinking\BubbleLong		353500
	1022376451	footstep_stone_02	F:\Escritorio\Proyectos GitHub\AudioWwiseProject\Proyecto3\.cache\Windows\SFX\Ambient\footstep_stone_706EA8A9.wem		\Actor-Mixer Hierarchy\Stage\FootSepts_Stone\footstep_stone_02		33580

