Event	ID	Name			Wwise Object Path	Notes
	202441241	Enemy2_Hurt			\Enemies\Enemies\Enemy2_Hurt	
	222867808	Enemy3_Slash			\Enemies\Enemies\Enemy3_Slash	
	540308745	Enemy2_Slash			\Enemies\Enemies\Enemy2_Slash	
	916833145	Enemy1_Dead			\Enemies\Enemies\Enemy1_Dead	
	1251584733	Enemy1_SwordClash			\Enemies\Enemies\Enemy1_SwordClash	
	1987237454	Enemy_Flesh_Hit			\Enemies\Enemies\Enemy_Flesh_Hit	
	2435509993	Enemy3_ShieldBlock			\Enemies\Enemies\Enemy3_ShieldBlock	
	3176015810	Enemy1_Slash			\Enemies\Enemies\Enemy1_Slash	
	3434500843	Enemy_SwordDraw			\Enemies\Enemies\Enemy_SwordDraw	
	3461881315	Enemy3_Dead			\Enemies\Enemies\Enemy3_Dead	
	3535166590	Enemy_SwordDrop			\Enemies\Enemies\Enemy_SwordDrop	
	4028347596	Enemy1_Hurt			\Enemies\Enemies\Enemy1_Hurt	
	4111352050	Enemy3_Hurt			\Enemies\Enemies\Enemy3_Hurt	
	4117129356	Enemy2_Dead			\Enemies\Enemies\Enemy2_Dead	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	433992945	Enemy_SwordDrop	C:\Users\Kay\Documents\GitHub\AudioWwiseProject\Proyecto3\.cache\Windows\SFX\Enemy_SwordDrop_F4B794D3.wem		\Actor-Mixer Hierarchy\Enemies\Enemy_SwordDrop		201532
	456359166	E1_Hurt_1	C:\Users\Kay\Documents\GitHub\AudioWwiseProject\Proyecto3\.cache\Windows\SFX\Enemy\Enemy_1\E1_Hurt_1_1C9C67B2.wem		\Actor-Mixer Hierarchy\Enemies\Enemy1\Enemy1_Hurt\E1_Hurt_1		110384
	460932244	Enemy_ShortSwordSlash	C:\Users\Kay\Documents\GitHub\AudioWwiseProject\Proyecto3\.cache\Windows\SFX\Enemy_ShortSwordSlash_1C9C67B2.wem		\Actor-Mixer Hierarchy\Enemies\Enemy3\Enemy_ShortSwordSlash		74124
	525252151	E3_Dead_1	C:\Users\Kay\Documents\GitHub\AudioWwiseProject\Proyecto3\.cache\Windows\SFX\Enemy\Enemy_3\E3_Dead_1_1C9C67B2.wem		\Actor-Mixer Hierarchy\Enemies\Enemy3\Enemy3_Dead\E3_Dead_1		95472
	549090009	E2_Dead_2	C:\Users\Kay\Documents\GitHub\AudioWwiseProject\Proyecto3\.cache\Windows\SFX\Enemy\Enemy_2\E2_Dead_2_1C9C67B2.wem		\Actor-Mixer Hierarchy\Enemies\Enemy2\Enemy2_Dead\E2_Dead_2		55614
	550330053	E1_Dead_2	C:\Users\Kay\Documents\GitHub\AudioWwiseProject\Proyecto3\.cache\Windows\SFX\Enemy\Enemy_1\E1_Dead_2_1C9C67B2.wem		\Actor-Mixer Hierarchy\Enemies\Enemy1\Enemy1_Dead\E1_Dead_2		157806
	692406587	E2_Dead_1	C:\Users\Kay\Documents\GitHub\AudioWwiseProject\Proyecto3\.cache\Windows\SFX\Enemy\Enemy_2\E2_Dead_1_1C9C67B2.wem		\Actor-Mixer Hierarchy\Enemies\Enemy2\Enemy2_Dead\E2_Dead_1		47590
	788695252	E1_Dead_3	C:\Users\Kay\Documents\GitHub\AudioWwiseProject\Proyecto3\.cache\Windows\SFX\Enemy\Enemy_1\Enemy1_Dead4_ADBB1C68.wem		\Actor-Mixer Hierarchy\Enemies\Enemy1\Enemy1_Dead\E1_Dead_3		277500
	885694415	Enemy_SwordDraw	C:\Users\Kay\Documents\GitHub\AudioWwiseProject\Proyecto3\.cache\Windows\SFX\Enemy_SwordDraw_1C9C67B2.wem		\Actor-Mixer Hierarchy\Enemies\Enemy_SwordDraw		190188
	906120742	E2_Hurt_3	C:\Users\Kay\Documents\GitHub\AudioWwiseProject\Proyecto3\.cache\Windows\SFX\Enemy\Enemy_2\E2_Hurt_3_1C9C67B2.wem		\Actor-Mixer Hierarchy\Enemies\Enemy2\Enemy2_Hurt\E2_Hurt_3		51372
	910455306	E3_Hurt_2	C:\Users\Kay\Documents\GitHub\AudioWwiseProject\Proyecto3\.cache\Windows\SFX\Enemy\Enemy_3\E3_Hurt_2_1C9C67B2.wem		\Actor-Mixer Hierarchy\Enemies\Enemy3\Enemy3_Hurt\E3_Hurt_2		94624
	912478601	E1_Hurt_2	C:\Users\Kay\Documents\GitHub\AudioWwiseProject\Proyecto3\.cache\Windows\SFX\Enemy\Enemy_1\E1_Hurt_2_1C9C67B2.wem		\Actor-Mixer Hierarchy\Enemies\Enemy1\Enemy1_Hurt\E1_Hurt_2		61126

